,0,Predictions,Proba
2350,xzfusvrvYUgeOeFO3yIFSA,1,0.9640152454376221
2609,MLcXtnpzygZvQ9BtseLLlw,1,0.9639619588851929
501,sgBl3UDEcNYKwuUb92CYdA,1,0.9639595150947571
2101,EAMPV2fgs9cU21MXOgv3Ig,1,0.9639478921890259
5787,PCxmo-5YJTa6gOfhP4Cttg,1,0.9639342427253723
681,rZbHg4ACfN3iShdsT47WKQ,1,0.9638552069664001
1467,DQf154I5lrbJ_d_pSkiGJg,1,0.9638295769691467
3124,auUKSSOujnrS1kha7a_yIg,1,0.9638097882270813
2955,9dn3AMdwvD2KXnTr6AJY1g,1,0.963778555393219
4771,SsGNAc9U-aKPZccnaDtFkA,1,0.9637196660041809
4191,R4KXbwaRPMHmPYg_1jkd0Q,1,0.963602602481842
4852,PLSEnkN4XybG_6qJi0R27w,1,0.9635897874832153
4698,BM0-dgPJMBMmcmO9PVCJfQ,1,0.9633987545967102
83,cBpJIOrVXotDI0XAZH_k0g,1,0.9632459282875061
5418,m3O2EFVs3eo8s40MGGzmsA,1,0.9631115198135376
3805,7_w9XmNhl_l0N3jN3F-qTQ,1,0.9630705118179321
111,KszjzV0F4WqkKFH_-5fHmQ,1,0.9630672931671143
4119,kq9w4jj-DsiXyYT5kYnLpQ,1,0.9630449414253235
434,vARjqeIkSNsazHltujiq4Q,1,0.9630017280578613
2190,yVQiGdxmnrkJDyQXv2maNA,1,0.9629771113395691
4524,ZRJwVLyzEJq1VAihDhYiow,1,0.9629340767860413
196,IVc23uY-36WUNYoIbz42Fg,1,0.9628663063049316
716,W5tBa2Bvs2fCXQuM40REAA,1,0.9628519415855408
4257,8v2OAitccSfmLOrjjxr1YA,1,0.9628203511238098
3826,Ess45I5Eefjnte2B2nHP_w,1,0.9627977013587952
5791,5ambRqdTJt9vGwFzVI9HBw,1,0.9627666473388672
4269,kvRA6hu6FC51vBKY7Kp9GQ,1,0.9627388119697571
2733,x2ZMAyneUiBD6Sml0Fv2Xw,1,0.9627223610877991
2021,nKrK1aK2uWtL57Q3ShH6Hg,1,0.9626897573471069
987,rN2cc4bXzlsIxhWEoolBTg,1,0.9626668691635132
1512,K8pM6qQdYu5h6buRE1-_sw,1,0.9626141786575317
1642,bzDs0u8I-z231QVdIQWkrA,1,0.9625962972640991
4215,JHanuNBM8J4B6RakfRLgFg,1,0.9625644683837891
82,tQTqlMW0sODNbe188ah1Yg,1,0.9625117778778076
5541,DDXGKv33cqCV00jwSPldSA,1,0.9623987078666687
4652,pF7uRzygyZsltbmVpjIyvw,1,0.9623842835426331
4709,B47dTeqasE9UnrdaWxeBuw,1,0.962367832660675
3212,wAs-stW0HP6OXVXdpawnBQ,1,0.9621993899345398
4707,SDwYQ6eSu1htn8vHWv128g,1,0.9621993899345398
5683,h6jfMpTZpNduLG0wE2tbaw,1,0.9621782898902893
3387,-GYx5GAx_-4XEsn7mFwdkA,1,0.9621782898902893
2164,tyETqrYijm3cY4noCwl9Ww,1,0.9621348977088928
5998,6v0vQm3wXzaFoEywvpbnqg,1,0.9621124863624573
238,ZdQbDVZWDsO-d7q2qW8E3A,1,0.9621102213859558
5740,Aa-UgGOs1lDZzQhap370Ig,1,0.9620768427848816
1191,SR-rvqMK70EilKn5_RH54Q,1,0.9620707035064697
149,u6EUXOSFnjxvzLll4D21bA,1,0.9620101451873779
2520,Sodko0hlMg7F5doNJGKcWQ,1,0.9619988799095154
3830,l0QcbMRUqVkX2sUXS-LYhQ,1,0.9619813561439514
5562,4uvdld7zvWk05RZuI9rDPA,1,0.9619353413581848
1780,nIX7WiUPekK5YpiRQorxlQ,1,0.9618794322013855
2490,z7wUzllCnzHVuNzMQw43Hw,1,0.961847186088562
4744,uKSX1n1RoAzGq4bV8GPHVg,1,0.9617799520492554
1213,I_UeCZX90w2QffB9JNeT9Q,1,0.9617143273353577
2240,qjRBMRCUlUx8Ofe9tiSlTA,1,0.9616799354553223
4731,7LuKiasIyGUEo7uipN10Eg,1,0.9616515040397644
2273,K8pM6qQdYu5h6buRE1-_sw,1,0.9616401195526123
1146,aVMdLni50mFdgS8c5xsa-A,1,0.961631178855896
5594,2-T_D2lIL5Ub2G_U2crtrQ,1,0.9615857601165771
801,qNoNkF1yJctEs3t40VkX4w,1,0.9615156650543213
3033,Zx8_4zKdDBSO3qGrkukBIA,1,0.9614356756210327
3132,cUtbVDH3R1YboFCDoufYCQ,1,0.9613896012306213
1335,cAyJH_geG3tn5eBBuZL_gg,1,0.96135413646698
5050,8zdeaK3PWDsr5Kq4UOuNSw,1,0.961322546005249
1391,wNUea3IXZWD63bbOQaOH-g,1,0.9613196849822998
1312,cp39VURFby4A6u9m2It8jg,1,0.9612881541252136
2118,y00oZaBgHET4IY0VfOw4SA,1,0.9612860679626465
5511,3FhHnU7Mq8KcyWiWKH0RzA,1,0.9612736105918884
5862,H75yc2Vp7d8wuAe339DpOA,1,0.9612662196159363
764,nKrK1aK2uWtL57Q3ShH6Hg,1,0.9612451791763306
1263,Cp6JGY5YIRncTV_My9nf9g,1,0.9612371325492859
5618,-PF0u3x21vsTjmHfEFRQhg,1,0.9612325429916382
5417,h1kwVr1eTpBK0rWfcm5QSg,1,0.9610756039619446
4559,p9FwRY_KnxEHSI5op2qOvw,1,0.9610406756401062
5915,8Hn5X1AqgmSLHRG2KgBJBg,1,0.9610247015953064
5106,LA6jkvNkkSxDPaIrI02iAg,1,0.9609083533287048
1998,aCQ5J6y246BULC7COBRATg,1,0.9608184695243835
5718,t4m8EAGERZUrW4qW16GQGQ,1,0.9607187509536743
2989,AyvyWENKpPBOFnFFkZuAyQ,1,0.9606878161430359
5282,b5OBIHUqtJNsOCZpwSpUWQ,1,0.960662305355072
1550,s1dex3Z3QoqiK7V-zXUgAw,1,0.9606618881225586
3766,c5vw2szmGbzP76qiw5WsxA,1,0.9606462717056274
2108,JWub5_Ber0R13pG2NTJvyQ,1,0.9604995250701904
2339,aRkYtXfmEKYG-eTDf_qUsw,1,0.9604685306549072
4425,EXtCgZoxHNjXrqPCFOgQmQ,1,0.9604144096374512
4582,jnzROxEjNkgeo5Ju3F8qzQ,1,0.960329532623291
11377,MOye61Ou7gMl680BpsvDiQ,1,0.9602964520454407
3279,mGoHakt3WsXA-dVC-9g33g,1,0.9602887630462646
4294,S8O3BoCDEK-te8U-0IvZog,1,0.960231363773346
2762,IwhkOh4fPsiU7TThIsz6Og,1,0.9601941108703613
5387,E1Abpw5nuaWoR2DlS3AWPg,1,0.9601361751556396
927,e9QRvkzssPNRmBLlDem9ZQ,1,0.9601192474365234
5079,JiLK9QPjd53pOBEAaY83lw,1,0.9601192474365234
3635,rZbHg4ACfN3iShdsT47WKQ,1,0.9601192474365234
5677,t80qleqEIqIyekB95IrAOA,1,0.9601082801818848
4469,cdgE3vbs7paKuMHCrkkUsw,1,0.9600908756256104
4160,2Ol5IT7nu5WBm0ldD-ERKA,1,0.9600828886032104
1327,dcd3C1gWv-vVdQ9XYV8Ubw,1,0.9600182771682739
3396,d9eD1kEU7YRRIirdzyvJiQ,1,0.9599373936653137
1236,4X_XAOeMw7AFkYhg3NINJA,1,0.9599125981330872
663,eTbtfgUtfewdncgVf2CbWw,1,0.959822952747345
2357,4tm9oc4zpm1jSBTjrXOJcg,1,0.9597998261451721
3170,VSPuvNSDUvlTl670lVAkkw,1,0.9597309231758118
5389,P5YZ1_5L6NGBdDrQFFPVpg,1,0.9597079157829285
1794,-sC66z4SO3tR7nFCjfQwuQ,1,0.9596911072731018
5583,jaNxEHBLWuKhQ-lyex5EKw,1,0.9596911072731018
4666,5SS69rC8XWvdlD1OHifEEQ,1,0.959663987159729
807,LHzVPddSPzMECho55zCf0Q,1,0.9596090912818909
3032,1XXGV_HvIHLC2C1mJUFv0Q,1,0.9595951437950134
1668,H3vcRhykPktSG6ub0k-ang,1,0.9595445394515991
2405,eltTG6JOr9cg5FRAgGy8Jw,1,0.959497332572937
1042,AMwr-IwwaamJ2l3Z8yce6Q,1,0.9594963788986206
3486,JhupPnWfNlMJivnWB5druA,1,0.9594818949699402
4515,wNsmt1hF1uv3YvbwXZMAoQ,1,0.9594722390174866
2230,IheYoy35P3l11BQ1pNA9pg,1,0.9594220519065857
1087,lUuJNwIaIz83awgyvI7oCQ,1,0.9593886137008667
2870,TxDKDFQ3ovgzTaNcqKf2Uw,1,0.9593724608421326
1729,q5fVx1YjEe38Ni-QoiNAqg,1,0.959273099899292
5257,0CG3ns3gwWV5nOnfzSfUIQ,1,0.959273099899292
4889,IM-9thHqQbBK5tX5MfTzBQ,1,0.9592491388320923
5647,MuIXnv7Oq7X3-4aEsp9dDA,1,0.9591996669769287
3669,oHAaNWWZHAi95bCND1O_hQ,1,0.9591895937919617
4484,a_wK-2KhPu-8DAwwRObr8A,1,0.9591756463050842
4400,xk0Xss6LmF2Pxks0K2jrhQ,1,0.9591062664985657
9223,4ieuLil-D58FBU1DVd_xGA,1,0.9590142369270325
5962,8ZGKcHe3vqw2Pil4uH7Ctg,1,0.9589996933937073
1969,0ONypOKIhttBz9IJzBE8jg,1,0.958993673324585
2790,rQ4z0EStSZE4acgkne6Hmg,1,0.9589757919311523
3076,pF7uRzygyZsltbmVpjIyvw,1,0.9589584469795227
4545,v1aLzjTphPc6IGIy9k96vg,1,0.9589568972587585
2255,gI4jThFNwy73SzaNvi-1dw,1,0.9589427709579468
9224,Gksvfg_cpOhqTeh6WA1N8g,1,0.9589169025421143
1116,XKlhLb7jQcbvVq1hpUmuYg,1,0.9589099884033203
5292,4c7xJ23IV9VFWhHjdWN1aw,1,0.9588988423347473
5000,aVMdLni50mFdgS8c5xsa-A,1,0.9588988423347473
3133,lfjzCAxtBzZiB9cxpn3BqQ,1,0.9588693380355835
4870,ptWjwm9zqqYcSUkqBvm7-g,1,0.9588425755500793
3466,Cun_PbjTnPdfZRZAd9wx2A,1,0.9588279128074646
315,wki-Qlp3OWgH0XtZ-Jz_WQ,1,0.958773136138916
4830,bQ1s5pqX_UVWVQ-k4e9rAg,1,0.9587723612785339
1628,DGtOkc0KNTyK8rDkmsPNYw,1,0.958740770816803
307,a_wK-2KhPu-8DAwwRObr8A,1,0.9587087035179138
4775,vtcEXiQukuSzOMxyVxlh-Q,1,0.9585408568382263
765,EWnSPExh_T5zTv6oMJOC5g,1,0.9584863185882568
745,bQ1s5pqX_UVWVQ-k4e9rAg,1,0.9584690928459167
420,mSbFLlDB5Qu-6al1e2DSBw,1,0.9583966135978699
1856,jtzhY-P4H6WSYpv5rWhxtw,1,0.9583694934844971
3137,OfczufZgEmnwJyL2YTE5Dw,1,0.958342432975769
5379,RWTE0VWMs6i-JIaBRc9JZw,1,0.9583218693733215
2324,_oQN89kF_d97-cWW0iO8_g,1,0.9582574963569641
940,Yb2pNCxYR32XKmpirqJqeQ,1,0.9580786228179932
211,-hWBlyI2k95yjU-cgwCKJg,1,0.9580238461494446
2876,g3WAdIH2ULX6hFI6hOfBWw,1,0.9580138921737671
983,pXZtlGpKm-AHLPjD-reuIw,1,0.9579599499702454
5619,DUDr1kuGv6eh1_s2GWJVgw,1,0.9579391479492188
2004,JMOK_Sy6aSOZwd4qgkX7hg,1,0.9578923583030701
4748,MzaFD7Av2F1btsSzacdROw,1,0.9578723311424255
187,iNvY0zAlaD_ye7Z6rHu-Ug,1,0.9577956199645996
1517,oX4o4a3ETz1aC9uZBlwx-Q,1,0.9577600955963135
4822,Nq7eB1wB2EArUICtiNePvQ,1,0.9577315449714661
3651,Nz_AasmpsQ8MLSqhCTRVoA,1,0.9577207565307617
1949,HbmIc3R7M9ejwycJUDtFSw,1,0.9576389789581299
2451,4A628qyYpA4EhN6w6o-MYQ,1,0.957623302936554
775,QwaoxP5Mgm3PJuZo_4bFsw,1,0.9576157927513123
272,j7_lgtKqdtNCzf-Jk9jyrA,1,0.9575987458229065
2173,sFS2RWCXUqwSRVLMn5S6oA,1,0.9575722813606262
6661,--UE_y6auTgq3FXlvUMkbw,1,0.9575054049491882
2427,4yJZUlvlJfFINoNgulSEXg,1,0.9574852585792542
1791,sbsFamEj5wDxNAjUKrMcSw,1,0.9574410319328308
3353,-4RFDwrW_OI39zA55FqDpw,1,0.9574292302131653
1371,mwiNm868yAo8Xh8hO7Ke_Q,1,0.9574227929115295
1473,y8a480EiwWikqlR1inkGxg,1,0.9573850631713867
658,JPRyCrWPIo_ujOszH1NRzg,1,0.9573761224746704
2392,pwpl-rxwNRQdgqFz_-qMPg,1,0.9572983384132385
2447,pAHUC05ceak48e745i6G4g,1,0.9572465419769287
2362,yc5AH9H71xJidA_J2mChLA,1,0.9571427702903748
5378,VDzgxHjMJj-1nMfJMtcSPQ,1,0.9571397304534912
5057,kqGbGsG2p6Y3vkplCKyE9g,1,0.9571216106414795
1291,BblCFCBYOJxU-tbvMDXuTQ,1,0.9570779204368591
3886,ufbOme2hCBeBC60zexUwpA,1,0.9570436477661133
1590,Oe0cxmz0lD9z4FXGWJ1ZZQ,1,0.957026481628418
1147,fWnGkLnZzv2yl3fB7xF40g,1,0.957025945186615
911,V3lQtk1LgwAEcF9j-BzchA,1,0.9570193886756897
5593,9VW0sdddDoUe_xUYHa3rdw,1,0.9569718837738037
1072,31BSDpbBAfUaul4MVFl9kQ,1,0.9569130539894104
5785,CVos739DJ06t8-dNiRMyeQ,1,0.9568088054656982
4835,SsGNAc9U-aKPZccnaDtFkA,1,0.9567636251449585
3781,NQ079oIXNiSAIkrjc5Avew,1,0.9567559957504272
4214,LGLOtR2e-v74MpB51k8hxQ,1,0.9567559957504272
3650,CVos739DJ06t8-dNiRMyeQ,1,0.9567448496818542
5670,yogx7L-udynx33Shu39yug,1,0.9567444324493408
10461,MEKk3J63dU3GBDg9SHuq7A,1,0.9567402005195618
1117,3fNGtIfuHwt0-DD9SSjO6Q,1,0.9567344188690186
1303,VQZEXNigQeyzaxDIBiJMNQ,1,0.9567147493362427
3027,EN5U0iGVbZINmi5b3is5gw,1,0.9566051959991455
675,NYIyTj2AZJpAo7XIM-Z7lw,1,0.956479012966156
11178,pAHUC05ceak48e745i6G4g,1,0.9564669132232666
5782,2to5b5taseO9zZ9tnQqhlw,1,0.9564098715782166
4551,sxeuOMBRllOHXJTaUlI9kQ,1,0.9563634395599365
5739,x737irkRUs8ABGRc2ILLAA,1,0.956360399723053
2707,gxjeuQkQp_-QIDKxazivVw,1,0.9563577771186829
3625,SsGNAc9U-aKPZccnaDtFkA,1,0.9562994241714478
1169,FUI-hWH_bpis7AKZTWenUQ,1,0.9562588930130005
5508,xqO1fp2zuxeeYjPeGP2Eaw,1,0.9561504125595093
5672,wc0a0XLhcMkoEQx1TbuhpQ,1,0.9561467170715332
761,F8q_9PUl-Lwjj9xIRPArcg,1,0.9560044407844543
5735,e8Gt-GSedFlk32le0ethHQ,1,0.9560044407844543
5653,GmzpzmxinfLMw5OXQKFEBQ,1,0.9560044407844543
3007,a01JeGRdPYArzDgBLP9M5w,1,0.9560044407844543
1455,Zx8_4zKdDBSO3qGrkukBIA,1,0.9560044407844543
2437,jCUOqEK8Lln0PK3GeUl6IQ,1,0.9560044407844543
1886,vZyfgxGjOxCVkp00XTDscw,1,0.9560044407844543
9470,yTf5mdwj7sWQMKIE8owiZg,1,0.9560044407844543
7157,yq4Xhw96yhGQqTEZeXHpbg,1,0.9560044407844543
1088,lp-J_cO5owuMzGJqdn3PNg,1,0.9560044407844543
4461,uYf0LEYULK_E1eymdMEe0Q,1,0.9560044407844543
550,WCGU5Xn01lfNJG_LvEltzw,1,0.9560044407844543
6911,yVQiGdxmnrkJDyQXv2maNA,1,0.9560044407844543
2420,zOCdVUKUN3b-obT67Qjyww,1,0.9560044407844543
4675,kyNsh1CCDvoxmad6bFlzLg,1,0.9560044407844543
4105,rZbHg4ACfN3iShdsT47WKQ,1,0.9560044407844543
3041,z3yFuLVrmH-3RJruPEMYKw,1,0.9560044407844543
2031,a01JeGRdPYArzDgBLP9M5w,1,0.9560044407844543
2962,uOcqOnMHLpoVVNx2VNhlNQ,1,0.9560044407844543
1489,I7IfnWW1nXljC4ZGqwPe-w,1,0.9560044407844543
1332,nKfKuPMl6jj1meN3QnmMFg,1,0.9560044407844543
2380,9AbyBqGWHYZC73GlyAuTrQ,1,0.9559856653213501
2406,Bui7TEFaPwuZtW5QQg2oFQ,1,0.9559438228607178
3056,DH13jVaIWYSf5wIg6E-m_A,1,0.9559386372566223
4479,KT_r7qwU8sSfcR31zETGkg,1,0.9558351635932922
6307,y8a480EiwWikqlR1inkGxg,1,0.9557808041572571
2913,z-vuSxK4jQvRBdsk4lFCAw,1,0.9557328820228577
4061,OXwKBaV74IM_VduC5OWV1g,1,0.9557026028633118
2853,Pfb6VOIiroqDWOebfgWGPQ,1,0.9556999802589417
4127,jJlOPkv4Xl6vxNzr51fnYw,1,0.9556974768638611
3690,zwFpOl3BNBazrdXynuQb-A,1,0.9555159211158752
2965,laxWwc9bSsNVXR0EYW_VmA,1,0.9554579257965088
809,9tSHBEoAhKu-tkU8n6SKjA,1,0.9554574489593506
4040,svx5Gw-FJ6ZU9hb58aXgLg,1,0.9554574489593506
1687,nefBMCGgMPvOnASoyO_X1A,1,0.9554545283317566
2149,M7aniatEjSZFFhkkwRI3mA,1,0.9554373621940613
4809,xmjv8g356v8Qo55ICjG8rg,1,0.9554373621940613
5329,SDwYQ6eSu1htn8vHWv128g,1,0.9554176330566406
661,mxrXVZWc6PWk81gvOVNOUw,1,0.9553112387657166
3700,cVejKU_SrdbvzIbQ4oPV0A,1,0.9552529454231262
5680,Sqr_te9U9Y6RpnmBx0iYNg,1,0.9552524089813232
5312,xBVvzPw5VYarWUs_uRCQig,1,0.9551891684532166
2933,tfVKzEDu8XYyP8KO1dsNvQ,1,0.9551891684532166
3983,3zn5yjALes8-fxLvpO7_-A,1,0.9551891684532166
1844,uIDdneARsmwPLebKrwMtBw,1,0.9551878571510315
311,Cun_PbjTnPdfZRZAd9wx2A,1,0.9551582932472229
3075,frZdH7hTGIs7nykH4jeIPA,1,0.9551059007644653
427,iCUtP1Iweyp5uHxcllnn6A,1,0.9550928473472595
2673,uCR7_Wn2risUq50fD9mcww,1,0.9550383687019348
3385,GLjXNuPJL6oP9M36ExKoMQ,1,0.9550052881240845
3722,4X_XAOeMw7AFkYhg3NINJA,1,0.9549902081489563
2720,UrS9awRtye1YFlW5V1bWzw,1,0.9549118876457214
1450,odqOaG3-o09P20xCf5DNqQ,1,0.9548545479774475
3181,GToWxpkoCfAjdkTwdm4y2Q,1,0.9548545479774475
6480,6DnA9e4LHVafOyneQ2SjrA,1,0.9548520445823669
2540,83_p9vIqOq1TUIf3_GD7bA,1,0.9547030329704285
4865,HzQCwY-f1v45ZNt63vrFjw,1,0.9546656608581543
2742,cuLVubarNFQ7VjpT5k7DEQ,1,0.9546487331390381
1892,BRcREoex-p9WLnscUjN2sQ,1,0.9546412229537964
4103,fF6m3qsD5blnwuZRuYhzWg,1,0.9546063542366028
2644,JKMGWsZVdKrZ841foAMM_Q,1,0.9545981884002686
5451,sEs-qsSnXDtbNE2Ly0lQDQ,1,0.9545758366584778
5829,gp_jHO6waljWuc0lRVtseQ,1,0.954558789730072
5717,e8FMAuTswDueAlLsNyLhcA,1,0.9545367956161499
8036,TMq92PhrL-tQS3qOsNIXUA,1,0.9545148015022278
2580,8gzwqbiqJ6126_myoDchGw,1,0.9545122981071472
2018,KUdd-TYkyPbxSJkMQ3FCJQ,1,0.9545115232467651
10249,OSL98Keoc2FSNx4a3ge5Uw,1,0.9544969797134399
3880,SR-rvqMK70EilKn5_RH54Q,1,0.9544661045074463
3288,gHKB66up5VluCWT4vuSZpw,1,0.9544028043746948
4556,OE5nAmaSVaopeRS1Cs9Kuw,1,0.9543144106864929
304,eqdEOyNbEvl-Gne_w3_0jw,1,0.9542157649993896
1645,ieYiA4L5gk7S3kZYK0l_dg,1,0.9542030692100525
2927,UI8iKvzhGn2qZCGIqtQqrQ,1,0.9541735053062439
5894,5ambRqdTJt9vGwFzVI9HBw,1,0.9540234804153442
2857,jNc_HINcNZx-jkh06R2YEQ,1,0.9539852738380432
4761,ha3YNmaSTPKrpF_3VD0NOg,1,0.9539482593536377
4933,UB2j_EV3CIM_E4LcpadKMQ,1,0.9538863301277161
1867,t4aP7ksa716XY6S4EsWFqw,1,0.9538584351539612
5649,oyzxIqrtzu-8sWlPhJVsLw,1,0.9538360834121704
5509,Lo0dRIDKXc5mlE-coVZrtQ,1,0.9538010954856873
587,1sNa5oW9ZYX8MbMFkx9LzQ,1,0.9537182450294495
2212,RklZs4x9QLGB3GeikOc5xQ,1,0.9537124633789062
5045,-mz0Zr0Dw6ZASg7_ah1R8A,1,0.9536425471305847
5628,oOehX_l0odQc-tu81VUkIg,1,0.9536346197128296
4336,mFBBtUrWMqikBS-Jn-RiIw,1,0.9536282420158386
2007,HMUvbAHRnbAczNrYy8e5MA,1,0.953482449054718
5679,jnzROxEjNkgeo5Ju3F8qzQ,1,0.9534437656402588
1770,qc-YDANWNNI3iEwam7wy1w,1,0.9534332752227783
4094,MpbVyyqTuZZKzHvrTw4Npg,1,0.9534143805503845
2342,qfzvuIfILm-ptvncv8wNnQ,1,0.9534074664115906
5324,c5vw2szmGbzP76qiw5WsxA,1,0.9533703923225403
493,93fEJZYc3B-jOMaXce7G5A,1,0.9533657431602478
2719,JImJictLIE48_O1z-l2TGw,1,0.9533242583274841
1028,1NarMOcLeTcMY8TOUew_zA,1,0.9532813429832458
11289,nUsD97mSvgpYKwmaMNKGHg,1,0.9532255530357361
1475,VapdXuC8X-Q3T_wgA6yCAg,1,0.9531546235084534
1143,ke0BMVeaQf3lvwSzm-fPyA,1,0.9531452059745789
4630,srpJ5boG_0634LjLur2GqQ,1,0.953071653842926
5764,aQ9qHCd6OBIOvClTlnZrZg,1,0.9530426263809204
4221,bSFuJDDTj6BeKypgBNFBGg,1,0.9529127478599548
4042,EWMwV5V9BxNs_U6nNVMeqw,1,0.9527900815010071
3684,5hFnyiEboorArk7cbCYeXQ,1,0.9527576565742493
42,3sFdzSZPm23b3W-bljumMA,1,0.9527468085289001
4279,juzATNnxyBWEdQoDoKrEuw,1,0.9527458548545837
2033,SYHatptm7gpcmYjW1d-o5A,1,0.9527238011360168
2313,6THckpNEt8VlGpYgC_4JcQ,1,0.9526520371437073
1552,SsGNAc9U-aKPZccnaDtFkA,1,0.9524613618850708
2670,v7OwbHgNgy_VQ9eP5FjvUA,1,0.9524575471878052
3464,cLojUtqkFpVIHFEvA_5Atw,1,0.952406644821167
5951,oItw_hRhH-FQjbXD-BR3Cg,1,0.9523992538452148
261,gutyWep7QbUQ8Qwa-r7p9w,1,0.9523918032646179
3296,qlPZ2nEcIrrA58tIXs3RKg,1,0.9523508548736572
2996,9yKzy9PApeiPPOUJEtnvkg,1,0.952335774898529
1201,3EAF9e45FH01odIIglru3g,1,0.9523207545280457
5182,3sFdzSZPm23b3W-bljumMA,1,0.9522738456726074
1758,z3yFuLVrmH-3RJruPEMYKw,1,0.9521870613098145
790,j70ROF6rKpipGUiaYzrnRA,1,0.9520382285118103
774,lcVlSi_bCAmiSuJx61BSAQ,1,0.9520314335823059
1513,qd1ajiZRCwqEQJqCgoN1wg,1,0.952025830745697
1460,VCCOmfNKYif3GA0YwsnoVg,1,0.952012836933136
3859,-sC66z4SO3tR7nFCjfQwuQ,1,0.9519787430763245
3724,rbCrkMS0bKqEOQg_fzpSVA,1,0.9519678950309753
4459,E6DnUFy3GoN4DxTqturtug,1,0.9517906904220581
2588,yaKR6C1ER0ox79j8r5ZaOQ,1,0.9517634510993958
4897,tyETqrYijm3cY4noCwl9Ww,1,0.9516723155975342
4804,CV4DDFG6tII-ehzaWPXK4g,1,0.9516343474388123
1449,V4wiGd78Si52Gys9gmoZCg,1,0.9516331553459167
5554,U97cOaXPSOGmVhKEomPjlg,1,0.9516066908836365
3933,DDnmNTvIIQu2t3WZ2EQx-w,1,0.9515610337257385
991,MkQz_wPoaELPVy6Hwwf7Ug,1,0.951548159122467
3776,AD0FE_5dM7pWy5YdbMZaGQ,1,0.951521635055542
4090,NCbHGtOP5yJBJsPPaE3X5g,1,0.9514602422714233
4392,Y8OPM6aiLoGEQc6OXhnR8A,1,0.9513826370239258
4921,RKnGvjtDWzmU4VhP2Ksgmg,1,0.9512318968772888
1110,vN4mFODLd-gLmDg261wsyw,1,0.9512293338775635
4282,_KvGddVMM3d2f7NEa_eOtA,1,0.9511153101921082
64,WQc22qucCCtOytbx5CHqbw,1,0.9510727524757385
3563,IUFi5rcfmu_Bn6PkdozbBg,1,0.9510395526885986
2090,HaL5tXXySR9t46FYjsjNGQ,1,0.95098477602005
6511,zwToyWL4dT1clsFPK9wI2w,1,0.9509583711624146
5556,pmIJn8K3offcYUsrFCWAaQ,1,0.9509193301200867
5360,90AXjqb4O-wrTHDKDoDUzg,1,0.9509094953536987
3769,GmzpzmxinfLMw5OXQKFEBQ,1,0.9508616328239441
3661,Oq01QS2G1OvCsunccVSgxQ,1,0.9507981538772583
3483,5TBOg9Rf47SECB8gTNGqeQ,1,0.950797438621521
1292,hNx3bcJT3pjw2hxbLhMy8g,1,0.9507685303688049
2103,eIxU721q44-vQM-z6UJBbw,1,0.9507536888122559
5961,9em_vfSjwcPqQgU8Zj-hzA,1,0.950736939907074
8810,umdxfhSlk67yGEi8-S-bEg,1,0.950722336769104
256,4KUtlXKejC8saY5euhDVrA,1,0.9507036805152893
4854,rY8lpy1hOn9cejD-CXoebw,1,0.9506714344024658
3614,4zfrcEmGvZ4oYKx_revTxA,1,0.9505577087402344
2652,VQfqbRNkykoEo7Rj-D9M_Q,1,0.9505279660224915
2864,KV-yJLmlODfUG1Mkds6kYw,1,0.9505212903022766
2594,Y8OPM6aiLoGEQc6OXhnR8A,1,0.9505212903022766
1280,ytpmoIty7loFB8kRYRtJHw,1,0.9504448175430298
1323,T50eTHtbkYMXeFDmVZyKEw,1,0.9503408074378967
544,90AXjqb4O-wrTHDKDoDUzg,1,0.9503366351127625
7863,RQWliUrWic_b5FZEj3JThQ,1,0.9502988457679749
903,xZiIUCZ-NMmkxgYb_NbDrg,1,0.9502838850021362
1423,EfmR4e1tmjC5_ZQOgfnYrg,1,0.9501174688339233
3500,qemCNgjeYGcFsRwxW9x4xw,1,0.9499362707138062
1649,-iVcmhjfq79QoTWzrb6pKg,1,0.949907124042511
5725,D10U9_7yvW3LbejSEfV25w,1,0.949904203414917
5999,eEU1XtdASLqdAGKg0QDNdg,1,0.9499005675315857
3656,xdv2kvaZodkWvTSV6pSSpA,1,0.9497807621955872
1182,LrDb1HZRiUSobVwmZKK8ww,1,0.9497806429862976
717,TuuENwzxOFdDLY_oKCbFZw,1,0.9496567845344543
1105,TuuENwzxOFdDLY_oKCbFZw,1,0.9495297074317932
3842,dcd3C1gWv-vVdQ9XYV8Ubw,1,0.9494529962539673
1482,EC9WB-iVjd28B6R6KIZ8TA,1,0.9490989446640015
1877,kg4AP5am_IUczgp1neOvMw,1,0.9490270018577576
10059,T6hYDhIZAzPW98_OEbqOSw,1,0.9490222334861755
3711,0db71MbrvcJnyk71COCJBg,1,0.9490191340446472
2544,_CIodPGuvPP2khYkDk1jKw,1,0.9489870667457581
2326,MFPk16G7fAxnCKTyfjw8Vw,1,0.9489736557006836
232,TspN55h_g9xIdKdDzQtibA,1,0.9489313364028931
2821,86fq6mtHmd6VL8GROG4vSQ,1,0.9489187598228455
300,EWMwV5V9BxNs_U6nNVMeqw,1,0.9488193988800049
5935,7rNxQjRe7vd755tG6JeU2w,1,0.9488188624382019
5783,bUmnZJ1DjtDP2_qb2M62mg,1,0.9488088488578796
4117,l9MztjVGVa_jakvMQDjCZw,1,0.9488081932067871
248,FYqz-JJPXw3UoxRvvay-Lg,1,0.9487383365631104
